temp_c,intensity_cps
350.3250573,1743.724727
351.3189015,1711.871519
352.3127457,1697.756924
353.4672112,1691.844053
354.4610554,1650.07248
355.4548996,1660.37232
356.6495203,1672.3888
357.6534034,1690.508888
358.6572864,1665.140764
359.9422566,1648.546578
360.9361008,1641.870756
361.8897897,1627.946899
363.0944493,1689.936675
364.0682159,1695.277333
365.0520212,1684.596017
366.0659431,1645.685512
367.0899037,1647.211414
368.0737091,1647.974365
369.027398,1635.194934
370.0011645,1654.650187
370.974931,1658.464942
371.9587364,1656.93904
372.9626194,1639.963378
374.1170849,1633.287556
375.1410456,1657.701991
376.1348898,1650.835431
377.2993941,1668.383307
378.2530829,1684.596017
379.2469271,1712.252995
380.5318974,1693.179217
381.5257416,1686.312657
382.5396634,1659.800107
383.6138182,1674.868391
384.5775459,1707.675288
385.5613513,1712.443732
386.7660109,1707.48455
387.7297386,1662.279698
388.7336216,1672.3888
389.77766,1689.173724
390.7313489,1687.647822
391.7051154,1732.471199
392.9398915,1754.59678
393.9036192,1798.275731
394.8472692,1795.414664
396.1322395,1722.93431
397.1260837,1743.152514
398.1199279,1765.659571
399.2442769,1788.548104
400.2080046,1798.657206
401.1717323,1786.640726
402.2358483,1813.344015
403.2096148,1806.286717
404.1733425,1814.869917
405.1671867,1829.747463
406.150992,1813.534752
407.1046809,1811.818112
408.0784474,1860.265507
409.0622528,1859.502556
410.0159417,1891.165026
410.9897082,1925.497826
412.5557657,1930.075532
414.1820562,1922.446021
415.2260945,1927.786679
416.8323074,1999.885557
418.3782872,2046.997787
419.9744612,2074.273289
421.3798974,2010.185397
422.3235475,2031.738766
423.3073528,2052.147707
424.4417407,2072.747387
425.485779,2091.439689
426.4394679,2116.044862
427.4433509,2148.470283
428.4271562,2177.080949
429.3607674,2179.179065
430.5754659,2229.724575
431.5391936,2272.259098
432.4828436,2304.112306
433.6272703,2368.581674
434.590998,2410.162509
435.5748033,2444.113832
436.7091912,2497.901884
437.6327635,2513.160906
438.5462971,2555.313954
439.6806849,2587.930114
440.6243349,2606.24094
441.567985,2602.426184
442.6923339,2580.300603
443.6259452,2603.952087
444.5595564,2668.039979
445.5734782,2736.514839
446.4970506,2792.210269
447.480856,2855.725948
449.1171853,2981.422141
450.141146,3044.365606
451.0446407,3035.591669
451.9882907,3019.378958
453.213028,3078.31693
454.1265615,3183.031968
455.0601727,3315.022507
456.2347159,3425.26894
457.1482494,3478.294041
458.0517441,3475.051499
459.186132,3547.341115
460.1197432,3606.279088
461.0332767,3693.636988
462.1676645,3794.155795
463.0711592,3880.750744
463.9846928,4002.059968
464.978537,4104.486152
465.8719929,4144.731823
466.7754876,4182.68864
467.8496424,4322.30869
468.7330595,4442.473487
469.6064377,4539.749752
470.7508643,4623.86511
471.6142037,4755.092699
472.5076596,4831.769284
473.5617368,4877.546349
474.4551927,4976.729992
475.3486486,5107.576104
476.4027257,5325.970855
477.276104,5500.30518
478.1394434,5561.341268
479.163404,5626.955062
480.0167046,5749.599451
480.8700052,5820.363165
481.9341212,5990.691997
482.7673441,6111.810483
483.600567,6264.019226
484.6747218,6416.990921
485.4878671,6590.753033
486.2708958,6690.318151
487.1844294,6771.953918
487.9975746,6931.792172
488.7906422,7036.697948
489.6640204,7149.233234
490.457088,7352.750439
491.2100003,7532.043946
492.1335727,7662.890059
492.8965238,7758.449683
493.649436,7906.652934
494.5830472,8050.659953
495.3259207,8256.656748
496.0487164,8422.789349
496.9220947,8553.253986
497.5846575,8747.043565
498.3174921,8869.497215
499.1205985,9041.161212
499.8433942,9118.219272
500.5360735,9252.117189
501.630306,9617.380026
507.1817791,9710.650797
505.5755663,9851.224537
503.1060141,9780.079347
501.0179374,9505.989166
498.9198219,9163.996338
495.5969691,8312.733654
493.3984653,7705.424582
491.1798838,7173.456931
488.8910305,6600.289921
486.5720607,6003.471427
484.192858,5440.985733
481.6329563,4900.434882
479.2135982,4455.634394
476.7540848,4064.812696
473.491465,3590.447852
470.9717186,3254.940108
468.4720499,2958.152132
465.450362,2617.875944
462.9004991,2360.37995
460.3606751,2152.857252
457.3289484,1868.848707
454.6184642,1687.266346
452.0585625,1490.997177
